G,Date,Years,Days,Age,Team,Opp,Outcome,Score Dif,Minutes,Seconds,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Season
14,11/26/2014,29,331,29.90684932,CLE,WAS,W ,26,36,5,36.08333333,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6,24,2015
15,11/29/2014,29,334,29.91506849,CLE,IND,W ,12,31,44,31.73333333,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,14,2015
16,12/2/2014,29,337,29.92328767,CLE,MIL,W ,3,41,5,41.08333333,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,16,2015
17,12/4/2014,29,339,29.92876712,CLE,NYK,W ,3,39,31,39.51666667,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2,12,2015
18,12/5/2014,29,340,29.93150685,CLE,TOR,W ,14,42,27,42.45,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3,11,2015
19,12/8/2014,29,343,29.93972603,CLE,BRK,W ,22,33,54,33.9,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,20,2015
20,12/9/2014,29,344,29.94246575,CLE,TOR,W ,4,41,53,41.88333333,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,7,2015
,12/11/2014,29,346,29.94794521,CLE,OKC,L ,-9,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2015
21,12/12/2014,29,347,29.95068493,CLE,NOP,L ,-5,37,37,37.61666667,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3,2015
22,12/15/2014,29,350,29.95890411,CLE,CHO,W ,9,40,18,40.3,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,16,2015
23,12/17/2014,29,352,29.96438356,CLE,ATL,L ,-29,29,2,29.03333333,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18,2015
24,12/19/2014,29,354,29.96986301,CLE,BRK,W ,4,39,56,39.93333333,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,-5,2015
25,12/21/2014,29,356,29.97534247,CLE,MEM,W ,14,37,33,37.55,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,8,2015
26,12/23/2014,29,358,29.98082192,CLE,MIN,W ,21,34,38,34.63333333,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,22,2015
27,12/25/2014,29,360,29.98630137,CLE,MIA,L ,-10,40,2,40.03333333,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9,2015
28,12/26/2014,29,361,29.9890411,CLE,ORL,W ,9,36,56,36.93333333,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,7,2015
29,12/28/2014,29,363,29.99452055,CLE,DET,L ,-23,31,51,31.85,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8,-17,2015
,12/30/2014,30,0,30,CLE,ATL,L ,-8,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,12/31/2014,30,1,30.00273973,CLE,MIL,L ,-16,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,1/2/2015,30,3,30.00821918,CLE,CHO,W ,4,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,1/4/2015,30,5,30.01369863,CLE,DAL,L ,-19,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,1/5/2015,30,6,30.01643836,CLE,PHI,L ,-3,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,1/7/2015,30,8,30.02191781,CLE,HOU,L ,-12,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,1/9/2015,30,10,30.02739726,CLE,GSW,L ,-18,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
,1/11/2015,30,12,30.03287671,CLE,SAC,L ,-19,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
30,1/13/2015,30,14,30.03835616,CLE,PHO,L ,-7,36,41,36.68333333,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,4,2015
31,1/15/2015,30,16,30.04383562,CLE,LAL,W ,7,38,2,38.03333333,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28,15,2015
32,1/16/2015,30,17,30.04657534,CLE,LAC,W ,5,42,29,42.48333333,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,8,2015
33,1/19/2015,30,20,30.05479452,CLE,CHI,W ,14,36,16,36.26666667,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,16,2015
34,1/21/2015,30,22,30.06027397,CLE,UTA,W ,14,35,45,35.75,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,14,2015
35,1/23/2015,30,24,30.06575342,CLE,CHO,W ,39,26,37,26.61666667,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,32,2015
36,1/25/2015,30,26,30.07123288,CLE,OKC,W ,10,38,35,38.58333333,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,5,2015
37,1/27/2015,30,28,30.07671233,CLE,DET,W ,8,35,56,35.93333333,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0,2015
,1/28/2015,30,29,30.07945205,CLE,POR,W ,5,Did Not Play,,#VALUE!,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015
38,1/30/2015,30,31,30.08493151,CLE,SAC,W ,11,33,4,33.06666667,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,13,2015
39,1/31/2015,30,32,30.08767123,CLE,MIN,W ,16,39,45,39.75,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,25,2015
40,2/2/2015,30,34,30.09315068,CLE,PHI,W ,13,35,51,35.85,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,19,2015
41,2/5/2015,30,37,30.10136986,CLE,LAC,W ,11,27,47,27.78333333,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,27,2015
42,2/6/2015,30,38,30.10410959,CLE,IND,L ,-4,38,34,38.56666667,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3,2015
43,2/8/2015,30,40,30.10958904,CLE,LAL,W ,15,30,11,30.18333333,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,15,2015
44,2/11/2015,30,43,30.11780822,CLE,MIA,W ,20,31,27,31.45,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,19,2015
45,2/12/2015,30,44,30.12054795,CLE,CHI,L ,-15,34,14,34.23333333,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27,2015
46,2/20/2015,30,52,30.14246575,CLE,WAS,W ,38,25,7,25.11666667,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,30,2015
47,2/22/2015,30,54,30.14794521,CLE,NYK,W ,18,27,55,27.91666667,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,14,2015
48,2/24/2015,30,56,30.15342466,CLE,DET,W ,9,39,3,39.05,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,27,2015
49,2/26/2015,30,58,30.15890411,CLE,GSW,W ,11,36,12,36.2,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,9,2015
,2/27/2015,30,59,30.16164384,CLE,IND,L ,-7,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2015
50,3/1/2015,30,61,30.16712329,CLE,HOU,L ,-2,42,6,42.1,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8,2015
51,3/3/2015,30,63,30.17260274,CLE,BOS,W ,31,25,35,25.58333333,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,35,2015
52,3/4/2015,30,64,30.17534247,CLE,TOR,W ,8,37,27,37.45,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,6,2015
53,3/6/2015,30,66,30.18082192,CLE,ATL,L ,-9,40,9,40.15,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4,2015
54,3/7/2015,30,67,30.18356164,CLE,PHO,W ,10,36,26,36.43333333,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,17,10.2,19,2015
55,3/10/2015,30,70,30.19178082,CLE,DAL,W ,33,28,58,28.96666667,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,27,26.6,27,2015
56,3/12/2015,30,72,30.19726027,CLE,SAS,W ,3,43,43,43.71666667,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,31,25.5,4,2015
57,3/15/2015,30,75,30.20547945,CLE,ORL,W ,15,34,44,34.73333333,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,21,27.8,25,2015
58,3/16/2015,30,76,30.20821918,CLE,MIA,L ,-14,35,16,35.26666667,8,19,0.421,4,8,0.5,6,8,0.75,1,1,2,4,0,0,4,2,26,14.1,-17,2015
59,3/18/2015,30,78,30.21369863,CLE,BRK,W ,25,34,35,34.58333333,5,13,0.385,2,4,0.5,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,13,2015
60,3/20/2015,30,80,30.21917808,CLE,IND,W ,3,39,18,39.3,13,26,0.5,2,6,0.333,1,2,0.5,0,7,7,5,0,0,3,0,29,18.2,-7,2015
61,3/22/2015,30,82,30.22465753,CLE,MIL,W ,18,39,28,39.46666667,10,17,0.588,1,4,0.25,7,7,1,2,8,10,6,5,1,5,1,28,28.4,4,2015
62,3/25/2015,30,85,30.23287671,CLE,MEM,W ,22,31,27,31.45,7,15,0.467,3,5,0.6,3,4,0.75,0,8,8,5,0,0,1,2,20,16,31,2015
63,3/27/2015,30,87,30.23835616,CLE,BRK,L ,-8,38,28,38.46666667,8,15,0.533,2,5,0.4,6,8,0.75,0,5,5,9,5,1,3,4,24,24.8,-1,2015
64,3/29/2015,30,89,30.24383562,CLE,PHI,W ,1,37,53,37.88333333,8,24,0.333,1,4,0.25,3,6,0.5,2,9,11,6,0,1,5,0,20,9.2,-4,2015
65,4/2/2015,30,93,30.25479452,CLE,MIA,W ,26,35,27,35.45,9,16,0.563,1,2,0.5,4,5,0.8,1,7,8,7,1,3,3,3,23,21.6,14,2015
66,4/5/2015,30,96,30.2630137,CLE,CHI,W ,5,36,31,36.51666667,8,17,0.471,1,3,0.333,3,6,0.5,2,8,10,12,3,1,3,4,20,21.4,11,2015
67,4/8/2015,30,99,30.27123288,CLE,MIL,W ,5,39,51,39.85,8,15,0.533,2,5,0.4,3,4,0.75,2,7,9,8,1,1,2,2,21,21.3,0,2015
68,4/10/2015,30,101,30.27671233,CLE,BOS,L ,-9,26,5,26.08333333,5,14,0.357,0,5,0,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,1,2015
,4/12/2015,30,103,30.28219178,CLE,BOS,L ,-39,Did Not Play,,#VALUE!,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015
69,4/13/2015,30,104,30.28493151,CLE,DET,W ,12,32,14,32.23333333,7,17,0.412,3,4,0.75,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,19,2015
,4/15/2015,30,106,30.29041096,CLE,WAS,W ,5,Inactive,,#VALUE!,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015
1,10/27/2015,30,301,30.82465753,CLE,CHI,L ,-2,36,4,36.06666667,12,22,0.545,1,5,0.2,0,3,0,0,10,10,5,1,0,1,3,25,18.5,1,2016
2,10/28/2015,30,302,30.82739726,CLE,MEM,W ,30,30,48,30.8,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,10,2016
3,10/30/2015,30,304,30.83287671,CLE,MIA,W ,10,33,56,33.93333333,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21,7,2016
4,11/2/2015,30,307,30.84109589,CLE,PHI,W ,7,33,20,33.33333333,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9,21,2016
5,11/4/2015,30,309,30.84657534,CLE,NYK,W ,10,35,4,35.06666667,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15,14,2016
6,11/6/2015,30,311,30.85205479,CLE,PHI,W ,6,36,20,36.33333333,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,1,31,29.5,24,2016
7,11/8/2015,30,313,30.85753425,CLE,IND,W ,4,35,1,35.01666667,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,0,29,17.5,1,2016
8,11/10/2015,30,315,30.8630137,CLE,UTA,W ,4,37,51,37.85,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,4,2016
9,11/13/2015,30,318,30.87123288,CLE,NYK,W ,6,39,23,39.38333333,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,31,23.1,17,2016
10,11/14/2015,30,319,30.8739726,CLE,MIL,L ,-3,45,3,45.05,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,3,37,24.5,-2,2016
11,11/17/2015,30,322,30.88219178,CLE,DET,L ,-5,39,48,39.8,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,3,30,18,-6,2016
12,11/19/2015,30,324,30.88767123,CLE,MIL,W ,15,34,59,34.98333333,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,3,27,24,13,2016
13,11/21/2015,30,326,30.89315068,CLE,ATL,W ,12,33,20,33.33333333,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,19,19.4,17,2016
14,11/23/2015,30,328,30.89863014,CLE,ORL,W ,14,34,58,34.96666667,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,15,16.3,29,2016
15,11/25/2015,30,330,30.90410959,CLE,TOR,L ,-4,39,46,39.76666667,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,13,2016
16,11/27/2015,30,332,30.90958904,CLE,CHO,W ,5,38,13,38.21666667,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,1,2016
17,11/28/2015,30,333,30.91232877,CLE,BRK,W ,2,35,43,35.71666667,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1,2016
18,12/1/2015,30,336,30.92054795,CLE,WAS,L ,-12,37,23,37.38333333,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,-12,2016
19,12/4/2015,30,339,30.92876712,CLE,NOP,L ,-6,44,47,44.78333333,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4,2016
,12/5/2015,30,340,30.93150685,CLE,MIA,L ,-15,Did Not Dress,,#VALUE!,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2016
20,12/8/2015,30,343,30.93972603,CLE,POR,W ,5,40,20,40.33333333,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,33,28.2,7,2016
21,12/11/2015,30,346,30.94794521,CLE,ORL,W ,35,29,25,29.41666667,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,36,2016
22,12/15/2015,30,350,30.95890411,CLE,BOS,W ,12,35,42,35.7,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,17,2016
23,12/17/2015,30,352,30.96438356,CLE,OKC,W ,4,39,37,39.61666667,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,5,2016
24,12/20/2015,30,355,30.97260274,CLE,PHI,W ,22,25,19,25.31666667,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,33,2016
25,12/23/2015,30,358,30.98082192,CLE,NYK,W ,7,37,43,37.71666667,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,7,2016
26,12/25/2015,30,360,30.98630137,CLE,GSW,L ,-6,38,33,38.55,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9,2016
27,12/26/2015,30,361,30.9890411,CLE,POR,L ,-29,26,27,26.45,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,-29,2016
28,12/28/2015,30,363,30.99452055,CLE,PHO,W ,4,35,23,35.38333333,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,3,2016
29,12/29/2015,30,364,30.99726027,CLE,DEN,W ,6,34,23,34.38333333,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,3,2016
30,1/2/2016,31,3,31.00821918,CLE,ORL,W ,25,29,13,29.21666667,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,28,2016
31,1/4/2016,31,5,31.01369863,CLE,TOR,W ,22,30,41,30.68333333,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,20,20,11,2016
32,1/6/2016,31,7,31.01917808,CLE,WAS,W ,6,39,42,39.7,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,2,2016
33,1/8/2016,31,9,31.02465753,CLE,MIN,W ,26,32,14,32.23333333,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,21,2016
34,1/10/2016,31,11,31.03013699,CLE,PHI,W ,10,37,0,37,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,11,2016
35,1/12/2016,31,13,31.03561644,CLE,DAL,W ,3,41,43,41.71666667,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,2,2016
36,1/14/2016,31,15,31.04109589,CLE,SAS,L ,-4,37,20,37.33333333,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,9,2016
37,1/15/2016,31,16,31.04383562,CLE,HOU,W ,14,36,23,36.38333333,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,19,16,10,2016
38,1/18/2016,31,19,31.05205479,CLE,GSW,L ,-34,32,53,32.88333333,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,-34,2016
39,1/20/2016,31,21,31.05753425,CLE,BRK,W ,13,29,3,29.05,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,15,2016
40,1/21/2016,31,22,31.06027397,CLE,LAC,W ,13,35,11,35.18333333,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,21,2016
41,1/23/2016,31,24,31.06575342,CLE,CHI,L ,-13,39,44,39.73333333,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2,2016
42,1/25/2016,31,26,31.07123288,CLE,MIN,W ,7,38,1,38.01666667,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,1,2016
43,1/27/2016,31,28,31.07671233,CLE,PHO,W ,22,31,1,31.01666667,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,16,2016
44,1/29/2016,31,30,31.08219178,CLE,DET,W ,8,35,48,35.8,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,19,2016
45,1/30/2016,31,31,31.08493151,CLE,SAS,W ,14,34,9,34.15,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,14,2016
46,2/1/2016,31,33,31.09041096,CLE,IND,W ,5,43,35,43.58333333,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,-1,2016
47,2/3/2016,31,35,31.09589041,CLE,CHO,L ,-9,39,8,39.13333333,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,-9,2016
48,2/5/2016,31,37,31.10136986,CLE,BOS,L ,-1,38,5,38.08333333,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7,2016
49,2/6/2016,31,38,31.10410959,CLE,NOP,W ,15,36,42,36.7,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,2,27,22.1,8,2016
50,2/8/2016,31,40,31.10958904,CLE,SAC,W ,20,30,54,30.9,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,1,21,21.3,16,2016
51,2/10/2016,31,42,31.11506849,CLE,LAL,W ,9,36,40,36.66666667,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,1,29,27,16,2016
52,2/18/2016,31,50,31.1369863,CLE,CHI,W ,11,34,37,34.61666667,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,3,25,23.4,13,2016
53,2/21/2016,31,53,31.14520548,CLE,OKC,W ,23,37,30,37.5,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,3,25,21.8,22,2016
54,2/22/2016,31,54,31.14794521,CLE,DET,L ,-8,37,30,37.5,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,2,12,3.9,-4,2016
55,2/24/2016,31,56,31.15342466,CLE,CHO,W ,11,30,19,30.31666667,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,4,2016
56,2/26/2016,31,58,31.15890411,CLE,TOR,L ,-2,40,29,40.48333333,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,10,2016
,2/28/2016,31,60,31.16438356,CLE,WAS,L ,-14,Did Not Play,,#VALUE!,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2016
57,2/29/2016,31,61,31.16712329,CLE,IND,W ,4,36,49,36.81666667,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,2,33,22.9,12,2016
58,3/4/2016,31,65,31.17808219,CLE,WAS,W ,25,30,23,30.38333333,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,1,19,20.7,15,2016
59,3/5/2016,31,66,31.18082192,CLE,BOS,W ,17,36,0,36,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,4,2016
60,3/7/2016,31,68,31.18630137,CLE,MEM,L ,-3,37,38,37.63333333,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,2,28,21.9,-9,2016
61,3/9/2016,31,70,31.19178082,CLE,SAC,W ,9,36,33,36.55,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,16,2016
62,3/10/2016,31,71,31.19452055,CLE,LAL,W ,12,34,50,34.83333333,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,6,2016
63,3/13/2016,31,74,31.20273973,CLE,LAC,W ,24,30,43,30.71666667,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,16,2016
64,3/14/2016,31,75,31.20547945,CLE,UTA,L ,-9,36,53,36.88333333,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,0,23,18.7,6,2016
,3/16/2016,31,77,31.2109589,CLE,DAL,W ,1,Did Not Play,,#VALUE!,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2016
65,3/18/2016,31,79,31.21643836,CLE,ORL,W ,6,35,44,35.73333333,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,3,18,14.5,-5,2016
